name;productUrl;imageUrls/0;imageUrls/1;price;main cat;sub cat;color prop;size;gender;Brand;Store
Plateausandalen;http://www.hm.com/de/product/42821?article=42821-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371243 002 60 4121.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6PT_0129_006R.jpg]&set=key[rotate],value[1.95]&set=key[width],value[2339]&set=key[height],value[2735]&set=key[x],value[1442]&set=key[y],value[2357]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];29,99;schuhe;Sandalen & Espadrilles;beige;36;women;H&M;H&M
Sandalen;http://www.hm.com/de/product/41817?article=41817-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371322 001 40 3202.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;19,99;schuhe;Sandalen & Espadrilles;schwarz;36;women;H&M;H&M
Sandalen;http://www.hm.com/de/product/41817?article=41817-D;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371322 002 30 4236.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;19,99;schuhe;Sandalen & Espadrilles;silber;36;women;H&M;H&M
Plateausandaletten;http://www.hm.com/de/product/45172?article=45172-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371324 001 60 4214.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6RT_0159_011R.jpg]&set=key[rotate],value[-0.05]&set=key[width],value[2661]&set=key[height],value[3112]&set=key[x],value[1182]&set=key[y],value[1824]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];34,99;schuhe;Pumps & High Heels;schwarz;36;women;H&M;H&M
T-Shirt aus geflammtem Jersey;http://www.hm.com/de/product/47586?article=47586-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371357 003 32 2991.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6UT_0019_012R.jpg]&set=key[rotate],value[0.35]&set=key[width],value[3715]&set=key[height],value[4344]&set=key[x],value[653]&set=key[y],value[212]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;grau;l;men;H&M;H&M
T-Shirt aus geflammtem Jersey;http://www.hm.com/de/product/47586?article=47586-C;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371357 009 51 2994.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6UT_0089_007R.jpg]&set=key[rotate],value[0.2]&set=key[width],value[3775]&set=key[height],value[4414]&set=key[x],value[688]&set=key[y],value[544]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;#N/A;l;men;H&M;H&M
T-Shirt aus geflammtem Jersey;http://www.hm.com/de/product/47586?article=47586-E;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371357 010 32 2990.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6TT_0224_021R.jpg]&set=key[rotate],value[-0.1]&set=key[width],value[3568]&set=key[height],value[4172]&set=key[x],value[767]&set=key[y],value[462]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;blau;l;men;H&M;H&M
T-Shirt aus geflammtem Jersey;http://www.hm.com/de/product/47586?article=47586-D;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371357 011 32 2992.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6RT_0029_009R.jpg]&set=key[rotate],value[0]&set=key[width],value[3337]&set=key[height],value[3902]&set=key[x],value[883]&set=key[y],value[503]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;rot;l;men;H&M;H&M
T-Shirt aus geflammtem Jersey;http://www.hm.com/de/product/47586?article=47586-F;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371357 013 77 3312.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6RT_0027_009R.jpg]&set=key[rotate],value[0.15]&set=key[width],value[3723]&set=key[height],value[4353]&set=key[x],value[659]&set=key[y],value[292]&set=key[type],value[FASHION_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;blau;l;men;H&M;H&M
Tanktop;http://www.hm.com/de/product/42918?article=42918-C;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371366 001 97 1599.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;4,99;fashion;T-Shirts;schwarz;l;men;H&M;H&M
Tanktop;http://www.hm.com/de/product/42918?article=42918-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371366 002 97 1601.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6OT_0022_009R.jpg]&set=key[rotate],value[0.4]&set=key[width],value[3682]&set=key[height],value[4305]&set=key[x],value[777]&set=key[y],value[379]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];4,99;fashion;T-Shirts;weiss;l;men;H&M;H&M
Tanktop;http://www.hm.com/de/product/42918?article=42918-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371366 003 85 1671.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6OT_0021_017R.jpg]&set=key[rotate],value[-0.35]&set=key[width],value[3939]&set=key[height],value[4606]&set=key[x],value[626]&set=key[y],value[372]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];4,99;fashion;T-Shirts;grau;l;men;H&M;H&M
Rucksack;http://www.hm.com/de/product/42433?article=42433-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371377 002 40 2258.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;29,99;Accessories;Taschen;schwarz;;men;H&M;H&M
Gemusterte Clutch;http://www.hm.com/de/product/42890?article=42890-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371399 001 30 2650.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;4,99;Accessories;Taschen;orange;;women;H&M;H&M
2er-Pack Sneakersocken;http://www.hm.com/de/product/43567?article=43567-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371407 001 00 3082.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;4,99;fashion;Unterwäsche;rot;40;men;H&M;H&M
2er-Pack Sneakersocken;http://www.hm.com/de/product/43567?article=43567-C;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371407 003 00 3073.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;4,99;fashion;Unterwäsche;blau;40;men;H&M;H&M
2er-Pack Sneakersocken;http://www.hm.com/de/product/43567?article=43567-D;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371407 004 00 3082.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;4,99;fashion;Unterwäsche;gelb;40;men;H&M;H&M
Leinenjacke;http://www.hm.com/de/product/43577?article=43577-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371414 002 25 2228.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6KT_0692_014R.jpg]&set=key[rotate],value[-0.85]&set=key[width],value[3731]&set=key[height],value[4362]&set=key[x],value[799]&set=key[y],value[286]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];79,99;fashion;Jacken & Mäntel;beige;m;women;H&M;H&M
Plateausneaker;http://www.hm.com/de/product/42707?article=42707-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371442 001 40 2343.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6MT_0048_021R.jpg]&set=key[rotate],value[-0.45]&set=key[width],value[2653]&set=key[height],value[3102]&set=key[x],value[1410]&set=key[y],value[1886]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];34,99;schuhe;Sneaker;weiss;36;women;H&M;H&M
T-Shirt mit Druck;http://www.hm.com/de/product/45885?article=45885-G;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371469 019 04 2814.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6ST_0323_003R.jpg]&set=key[rotate],value[-0.1]&set=key[width],value[3821]&set=key[height],value[4468]&set=key[x],value[640]&set=key[y],value[213]&set=key[type],value[FASHION_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;türkis;l;men;H&M;H&M
T-Shirt mit Druck;http://www.hm.com/de/product/45885?article=45885-I;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371469 021 06 3372.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6ST_0321_999R.jpg]&set=key[rotate],value[0]&set=key[width],value[3781]&set=key[height],value[4421]&set=key[x],value[687]&set=key[y],value[293]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;gelb;l;men;H&M;H&M
T-Shirt mit Druck;http://www.hm.com/de/product/45885?article=45885-J;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371469 022 71 3868.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6UT_0081_011R.jpg]&set=key[rotate],value[-0.45]&set=key[width],value[3719]&set=key[height],value[4348]&set=key[x],value[619]&set=key[y],value[506]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;blau;l;men;H&M;H&M
T-Shirt mit Druck;http://www.hm.com/de/product/45885?article=45885-K;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371469 023 87 3470.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6ST_0325_001R.jpg]&set=key[rotate],value[0.45]&set=key[width],value[3834]&set=key[height],value[4483]&set=key[x],value[706]&set=key[y],value[218]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;weiss;l;men;H&M;H&M
T-Shirt mit Druck;http://www.hm.com/de/product/45885?article=45885-L;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371469 024 87 3473.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=5&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6QT_0135_003R.jpg]&set=key[rotate],value[0]&set=key[width],value[3551]&set=key[height],value[4152]&set=key[x],value[811]&set=key[y],value[557]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];9,99;fashion;T-Shirts;grau;l;men;H&M;H&M
Bluse mit V-Ausschnitt;http://www.hm.com/de/product/42721?article=42721-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371482 001 75 2011.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=5&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6KT_0009_018R.jpg]&set=key[rotate],value[0]&set=key[width],value[3784]&set=key[height],value[4424]&set=key[x],value[831]&set=key[y],value[167]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Blusen;orange;s;women;H&M;H&M
Bluse mit V-Ausschnitt;http://www.hm.com/de/product/42721?article=42721-G;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371482 002 75 2010.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6KT_0420_020R.jpg]&set=key[rotate],value[1.55]&set=key[width],value[3708]&set=key[height],value[4336]&set=key[x],value[985]&set=key[y],value[421]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Blusen;grau;l;women;H&M;H&M
Bluse mit V-Ausschnitt;http://www.hm.com/de/product/42721?article=42721-H;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371482 007 98 1992.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6KT_0421_018R.jpg]&set=key[rotate],value[-1]&set=key[width],value[3687]&set=key[height],value[4311]&set=key[x],value[788]&set=key[y],value[260]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Blusen;schwarz;l;women;H&M;H&M
Bluse mit V-Ausschnitt;http://www.hm.com/de/product/42721?article=42721-E;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371482 009 72 2165.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6HT_0298_003R.jpg]&set=key[rotate],value[-0.75]&set=key[width],value[3886]&set=key[height],value[4544]&set=key[x],value[759]&set=key[y],value[424]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Blusen;weiss;l;women;H&M;H&M
